3661,4168,4682,4559,10631,2349,9597,15871,22,14926,11209,445,10486,5718,191,5657,5991,1249,5298,4768,583,4425,3559,726,3643,817,377,828,1509,1672,217,223,33,43
2782,3145,4340,4151,9165,1732,8141,12421,17,11969,10635,427,8597,5184,204,4898,5257,1195,4540,4266,584,4028,3280,746,3563,628,421,645,1706,1835,224,250,50,49
4097,4751,5508,5291,12869,2553,10857,18340,27,18883,12743,542,12596,6624,238,6945,6942,1519,6528,5525,720,5423,4233,987,4607,851,437,825,1599,1752,229,234,42,43
4268,4872,5432,5254,11943,2416,10354,15443,16,15462,11418,499,10452,5613,255,5677,5888,1405,5239,4881,733,4638,4172,966,3870,825,622,761,1222,1364,176,186,44,34
3233,3781,4507,4354,10318,2006,8697,14561,24,13549,10912,431,10448,5567,174,5659,5643,1272,5662,4573,590,4360,2982,619,3296,721,374,752,1464,1535,199,224,40,39
2822,3287,3855,3788,8992,1799,7537,11932,12,11617,7772,370,7552,3989,186,4307,4322,1118,4178,3711,580,3415,3231,671,3337,596,352,520,1550,1671,216,226,42,40
3321,3861,4490,4373,9788,1937,8657,14018,22,14051,10238,445,10069,5299,185,5612,5379,1203,5190,4377,637,4225,3571,799,3770,742,446,793,1245,1471,185,198,41,44
3537,4048,4727,4713,10492,2114,9304,15559,18,15620,10771,461,9909,5437,175,5463,6043,1204,5270,4851,679,4492,3438,736,3626,825,383,766,1569,1661,233,248,50,36
3118,3644,4311,4217,8769,1752,7637,12520,12,12289,9555,403,8856,4999,184,5095,5292,1033,4751,4168,443,3726,2966,605,3207,804,409,707,1350,1373,211,190,37,40
4156,4806,5525,5291,11633,2279,10339,16829,15,17484,12096,563,11935,6063,235,6396,6450,1485,5766,5522,766,5092,4130,925,4305,954,390,897,1666,1804,273,260,50,54
2827,3250,4006,3778,8090,1845,6988,11987,25,10802,10042,394,9543,4675,145,4609,4819,977,4464,3927,521,3650,3304,650,3380,617,411,601,1149,1308,169,191,29,38
3364,3740,4342,4063,9475,2019,8432,13183,24,13505,11270,458,10026,5590,203,5615,5898,1312,5407,4702,640,4464,3193,742,3380,729,294,732,1250,1339,184,176,25,22
3127,3513,3994,3733,9082,1846,7499,12333,25,12133,8473,401,7938,4192,162,4361,4382,1111,4242,3770,536,3642,2729,649,2921,650,346,574,1499,1690,232,236,50,38
3274,3907,4620,4638,10908,2099,9672,14772,21,15149,10364,411,10019,5304,185,5318,5488,1234,5050,4494,600,4331,3567,765,3769,744,401,749,1491,1671,240,270,50,40
2893,3230,3911,3716,8247,1729,7510,11695,19,11804,8224,334,7570,4186,143,4262,4560,1007,4084,3620,488,3476,2627,562,2712,606,296,592,1294,1303,210,200,35,37
3161,3663,3967,3841,9375,1924,8119,13781,26,12926,9541,464,8589,4540,170,4551,4767,1098,4333,4120,551,4022,3566,744,3563,659,455,584,1765,1916,232,258,49,45
3409,3893,4526,4400,9725,1884,8782,14995,14,13685,9907,388,9604,4898,171,5134,5277,1162,4805,4472,582,4219,3514,741,3569,784,351,723,1641,1822,274,231,48,48
3741,4170,5088,4827,10867,2467,9929,17306,30,16163,13301,550,11777,6600,248,6435,6783,1397,6123,5520,696,5234,4280,921,4649,877,420,792,1610,1707,212,228,48,41
3301,3748,4560,4302,10234,2328,8647,14186,20,14069,9431,446,8926,4747,179,4885,4896,1134,4721,4359,560,4289,3401,741,3553,728,304,684,1491,1565,234,239,54,44
3579,4242,5212,5085,11002,2168,9632,15881,21,15567,13134,541,11972,6564,254,6625,6873,1412,6366,5551,661,5165,4352,852,4279,819,516,736,1625,1729,233,239,37,47
3304,3643,4475,4017,9887,1835,7770,14283,20,13070,10239,416,8533,5095,182,4754,5335,1172,4551,4465,574,4230,3217,696,3334,689,285,656,1522,1563,210,243,47,45
2845,3315,4029,3881,9291,1955,8094,13658,23,13913,9549,486,9283,4945,175,4920,5220,1161,4671,4027,564,4030,3118,714,3568,676,360,650,1496,1609,225,224,41,43
3197,3576,4274,3982,9405,2010,8068,13651,19,13134,10103,383,9341,5310,175,5182,5466,1031,5114,4360,546,4137,3061,698,3324,685,358,685,1386,1424,190,213,32,32
3847,4343,5124,4757,11376,2131,9522,15677,26,14303,10744,404,9315,5483,186,5367,5836,1267,5187,4800,647,4326,3570,834,3639,781,339,700,1569,1675,205,263,34,39
3966,4577,5053,4893,11543,2428,10055,16547,23,15772,13303,506,11777,6749,224,6617,7335,1545,6403,5213,727,5032,3601,831,4049,824,403,752,1984,2000,285,315,62,57
3545,3814,4662,4430,9088,1941,8558,15828,30,14098,10306,440,9485,5494,170,5238,5612,1244,5071,4470,656,4091,3544,779,3794,830,345,740,1348,1511,215,202,27,44
3291,3793,4361,4432,10130,2051,8862,15125,18,14879,9873,430,9325,5080,214,5080,5383,1267,4910,4711,625,4626,3844,872,4049,728,385,683,1440,1609,209,231,27,35
3139,3639,3961,3815,9309,1894,8069,13662,29,12725,9477,461,8526,4485,170,4526,4740,1088,4288,4085,545,3986,3550,743,3551,655,454,593,1768,1930,231,259,48,46
3147,3653,3967,3833,9350,1917,8103,13751,29,12864,9511,462,8592,4519,171,4557,4764,1095,4330,4113,547,4014,3563,747,3554,660,452,584,1762,1919,231,259,49,45
3228,3655,4390,4262,9953,1892,8586,14482,22,14556,10698,402,10441,5427,197,5627,5833,1137,5127,4607,609,4133,3299,747,3470,707,357,717,1490,1570,189,230,44,44
