NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305,314,373,752,269,461,163,321,144,403
10426,10042,6802,17228,9989,15438,5638,9101,4484,7159
11205,10247,6876,17364,10790,16038,6068,8941,4771,7525
343,339,391,841,298,520,177,363,151,451
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
109,111,119,260,91,153,57,108,45,139
0,0,0,0,0,0,0,0,0,0
9564,8817,5851,14556,10655,15267,6109,10069,5166,7373
12127,11408,7514,19750,12087,17676,6940,10095,5204,8541
39,47,48,94,37,75,25,43,19,51
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
265,280,323,647,229,393,137,291,122,360
225,224,276,532,194,343,122,231,88,314
208,198,238,522,196,310,102,222,91,269
57,48,61,135,43,86,20,51,24,78
8104,7431,4765,11697,7544,11186,4183,6387,3413,5497
174,170,201,417,150,267,88,180,76,246
187,201,224,455,164,285,100,198,83,260
205,207,238,500,164,318,106,219,95,262
12002,11332,7841,19639,12367,18384,7251,10671,5690,8793
11837,11114,7173,18435,11197,17449,6441,10060,5204,8228
51,52,64,150,50,90,24,59,19,78
183,185,221,442,164,266,94,194,82,235
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11732,11104,7098,17453,11296,16874,6476,9866,5114,7695
10175,9643,6192,15573,10025,14988,5709,8550,4458,6820
10085,9516,6403,15893,9748,14700,5378,8123,4394,6958
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4187,4445,2039,7270,3921,7192,2273,3219,2144,2551
290,273,318,677,238,427,134,292,128,368
11161,10207,6986,17630,10672,16043,6315,9469,4919,7892
136,121,132,278,97,193,52,115,64,162
