17129,16341,10381,24871,16226,24023,9512,14329,7554,11745
14371,13515,8905,21793,14047,20885,8066,11965,6235,9668
14232,13138,9231,20484,13328,19863,7516,11860,6104,9435
14715,13680,8540,21829,14599,21252,8002,11914,6141,9968
15278,14013,9628,23985,15528,22112,8529,12704,6612,10757
15092,13658,8705,20528,14417,19527,7873,10856,5645,9696
16258,15191,10279,25443,16554,24002,9315,13829,7247,11512
15893,14669,9650,23626,15653,22772,9235,13404,6918,10918
16583,15664,9917,25180,15665,23938,8950,13995,7045,11196
15818,14764,9693,24701,16033,23203,9329,13616,7105,11736
15692,14405,9384,24319,15030,22585,8407,12849,6695,10569
12507,11940,8002,18967,12194,18687,7016,10582,5420,8650
16063,15094,10158,25530,16645,23822,9254,13748,7272,11392
15699,14872,9499,25313,15858,23291,8987,13104,6737,11097
15544,14540,9226,22053,14159,20950,8249,12656,6348,10052
16471,15606,9846,25122,15651,23875,8876,13946,6998,11129
15961,14837,10301,25244,15488,23023,8880,13281,6829,10959
13214,12315,8045,20820,12909,19507,7618,11717,6068,9804
14757,14064,9096,23296,14067,21393,7955,12959,6631,10328
14330,13224,8472,21091,14089,20864,8224,11806,6186,9373
15412,14266,9222,24039,14480,22172,8494,12101,6410,10248
15772,15308,10019,23925,15501,23947,8804,13435,7214,10704
15417,14244,9407,21852,15086,21667,8237,12236,6517,11267
15688,14839,9437,25267,15806,23208,8961,13090,6735,11074
17150,16033,10392,26497,15591,24749,8814,14228,7397,11561
16645,15749,9922,25224,15622,24013,8891,13929,7001,11175
15727,14438,9382,24257,14996,22592,8357,12796,6654,10585
16263,15187,10289,25446,16547,24012,9314,13846,7237,11526
15929,14722,9631,23657,15614,22739,9205,13345,6919,10963
16979,15808,10620,25528,16935,24873,9776,14492,7548,12332
12492,11892,7977,18938,12188,18641,6974,10535,5415,8632
16075,15095,10157,25514,16656,23829,9273,13752,7253,11411
17345,16169,10570,26903,17202,25061,9530,14886,7351,11796
15679,14588,9885,24975,15556,23022,8914,13727,7272,11582
16535,15315,10022,25698,15551,23967,8916,14090,7617,11568
14061,13258,8456,21561,13154,20356,7908,11830,6044,9564
14427,13731,8805,22785,13819,20933,8430,12291,6194,10378
14981,13678,8802,22882,14445,21268,8397,12147,6314,10004
15742,14363,9363,23822,15190,22376,8841,13306,6798,10692
15453,14094,9184,21455,14248,21175,7837,11557,6275,9529
15901,14476,9744,22517,14517,22501,8572,12458,6519,10045
14528,13562,8980,22521,13600,20842,8085,11996,6414,9242
15422,14144,9251,23579,15465,22619,8469,12405,6669,10666
14983,13856,9565,24553,14784,22145,8751,12894,6606,10503
13825,13049,9476,20937,12518,20159,7492,11888,6219,9708
15536,14344,9111,23801,14085,21241,8011,11649,5978,9744
13096,12203,8264,21551,13568,19919,8010,11798,6174,9139
18019,16381,10714,27554,17470,26014,9939,14953,7742,12411
13950,13224,8696,23225,13887,21119,7970,11888,6196,10018
14691,13889,9069,23022,13956,21571,8132,12444,6378,9872
14640,13639,8693,22174,14455,21215,8321,11935,6285,10014
15923,14734,9578,23241,15435,22794,8713,13011,7024,11060
17146,16643,10940,27471,17060,25843,9748,15063,7824,12292
16378,15047,9721,23602,15347,22927,8918,12615,6769,10705
14538,13561,8973,22509,13594,20838,8082,11995,6416,9247
15984,14785,9770,25243,16048,23181,9150,13726,7298,11223
16899,15851,9953,25652,16123,24120,9201,13757,7409,11318
15951,14910,9948,24742,15562,23355,8934,13612,7069,11508
16463,15734,9933,25854,15850,24455,8965,13163,6981,11329
15501,14886,9431,23452,14733,22586,8204,12595,6706,11017
16790,15923,10094,25064,16148,25142,9075,14086,7284,11292
16097,15314,9501,23825,15079,23338,8582,13145,6932,10633
14719,13719,8885,22058,14719,21255,8714,12369,6423,9902
17207,16538,10961,27210,17204,25706,10067,14643,7705,12266
13501,12325,8265,20780,12815,19596,7368,11163,5962,9163
13910,12807,8613,21150,13502,20006,7845,11228,6017,9176
14069,12708,8735,21827,14570,21062,8186,12016,6403,9931
14285,13671,9114,22689,14572,21972,8243,12973,6562,10098
16150,14916,9736,23954,15298,23514,8922,13020,7045,10972
14204,13008,9249,22143,14098,20796,8116,12223,6354,10172
