3902,4371,5250,5021,10740,2214,9632,15335,25,14748,12331,536,10931,5490,192,5735,5714,1276,5579,4824,704,4908,4299,878,4659,828,440,868,1834,2011,237,256,56,56
3288,3798,4228,3989,8986,1970,7921,13421,23,12775,10493,418,9309,5015,165,5059,5176,1201,4617,4140,594,3932,2998,620,3122,629,367,602,1732,1927,273,273,46,58
3172,3599,4225,4017,9341,2000,7863,12958,28,13465,9101,506,8584,4288,182,4294,4414,1164,4162,3931,621,3815,3295,724,3494,673,350,669,1808,1936,260,251,53,52
3234,3743,4501,4279,9255,1833,8305,14903,21,12883,9542,412,8810,4833,178,4832,5186,1240,4638,4322,572,4075,3275,708,3409,685,412,673,1581,1694,254,242,37,41
3168,3609,4442,4263,10949,2169,9197,15182,22,14269,10670,523,9698,5621,195,5375,5759,1212,5124,4872,632,4391,3493,769,3583,689,370,593,1332,1419,211,225,46,38
3276,3802,4471,4232,9595,1848,8129,13917,17,10691,9388,373,7864,4622,155,3928,5091,1106,4007,4296,600,3854,3642,698,3710,595,440,604,1873,2168,286,281,64,64
3569,4002,4721,4561,11249,2298,9331,16434,17,15853,11631,465,10314,5801,242,5903,6102,1348,5562,4994,688,4610,3858,862,4033,792,446,746,1507,1597,216,233,37,33
3480,4163,4896,4539,10437,1989,8887,15893,29,14371,10897,452,10057,5280,170,5433,5446,1085,5159,4405,658,4376,3703,761,3871,727,483,665,1765,1911,256,284,53,61
3729,4305,4999,4927,10484,2133,9674,16027,23,15336,10981,473,10177,5507,216,5600,5845,1272,5486,4958,618,4727,3473,745,3750,830,350,793,1650,1814,236,300,60,46
3412,3942,4822,4517,10372,1906,9100,16223,19,15359,11481,373,9962,5525,185,5357,5794,1255,5325,4883,645,4661,4315,817,4377,728,605,679,1638,1784,220,210,29,42
3446,3940,4807,4577,10407,1870,8783,14632,16,14609,10551,403,9690,5276,168,5295,5683,1232,5085,4989,624,4568,3693,716,4003,856,384,823,1476,1602,201,219,41,33
2885,3187,3690,3621,8663,1691,7990,12068,21,11945,8463,366,7780,4224,161,4229,4387,961,4184,3764,520,3458,3034,643,3102,580,377,576,1182,1270,176,178,33,35
3461,4005,4706,4556,11162,2257,9275,16342,17,15866,11553,476,10257,5759,224,5937,6120,1280,5623,5050,673,4518,3716,827,3968,787,439,729,1499,1603,211,235,47,43
